m4id,assay,casrn,dtxsid,chemName,normalizedDataType,mechanisticTargets,ac50,acc,response units,topOfCurve,topOfCurve units,call,Concentration Response (Index:Concentration:Response)
9148968,CCTE_Simmons_AUR_TPO_dn,99-96-7,DTXSID3026647,4-Hydroxybenzoic acid,percent_activity,Thyroid Hormone Generation,36.704,43.983,uM,35.153,percent_activity,Active,"(1:0.09:0.319),(1:0.09:0.183),(1:0.09:-0.333),(2:0.3:-1.058),(2:0.3:0.806),(2:0.3:-0.0505),(3:1:0.975),(3:1:0.373),(3:1:-1.486),(4:5:4.3),(4:5:6.735),(4:5:4.635),(5:20:10.095),(5:20:8.804),(5:20:9.519),(6:90:29.294),(6:90:27.571),(6:90:28.288)"
9149201,CCTE_Simmons_AUR_TPO_dn,1137-42-4,DTXSID5036684,4-Hydroxybenzophenone,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,Inactive,"(1:0.09:22.303),(1:0.09:25.78),(1:0.09:20.809),(2:0.3:12.287),(2:0.3:14.592),(2:0.3:13.017),(3:1:10.944),(3:1:11.509),(3:1:9.926),(4:5:11.892),(4:5:9.548),(4:5:12.407),(5:20:6.158),(5:20:11.707),(5:20:13),(6:90:9.266),(6:90:18.096),(6:90:16.002)"
9149198,CCTE_Simmons_AUR_TPO_dn,68392-35-8,DTXSID3037094,4-Hydroxytamoxifen,percent_activity,Thyroid Hormone Generation,17.951,2.08,uM,68.73,percent_activity,Active,"(1:0.09:9.266),(1:0.09:10.156),(1:0.09:8.614),(2:0.3:9.837),(2:0.3:13.097),(2:0.3:12.588),(3:1:11.59),(3:1:17.054),(3:1:15.908),(4:5:24.299),(4:5:24.23),(4:5:22.18),(5:20:29.395),(5:20:35.32),(5:20:34.861),(6:90:46.276),(6:90:53.561),(6:90:57.275)"
9148934,CCTE_Simmons_AUR_TPO_dn,99-89-8,DTXSID5042299,4-Isopropylphenol,percent_activity,Thyroid Hormone Generation,1.969,13.907,uM,24.544,percent_activity,Active,"(1:0.09:2.04),(1:0.09:-0.0982),(1:0.09:1.106),(2:0.3:5.376),(2:0.3:4.771),(2:0.3:5.575),(3:1:7.818),(3:1:11.186),(3:1:10.086),(4:5:14.51),(4:5:15.514),(4:5:16.222),(5:20:22.586),(5:20:20.941),(5:20:22.248),(6:90:21.05),(6:90:23.817),(6:90:23.053)"
9149003,CCTE_Simmons_AUR_TPO_dn,150-76-5,DTXSID4020828,4-Methoxyphenol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:6.073),(1:0.09:4.911),(1:0.09:5.022),(2:0.3:9.995),(2:0.3:9.427),(2:0.3:9.119),(3:1:17.632),(3:1:14.287),(3:1:14.339),(4:5:33.467),(4:5:31.587),(4:5:32.295),(5:20:49.921),(5:20:50.329),(5:20:54.064),(6:90:68.717),(6:90:66.483),(6:90:67.251)"
9148852,CCTE_Simmons_AUR_TPO_dn,2409-55-4,DTXSID2020212,4-Methyl-2-tert-butylphenol,percent_activity,Thyroid Hormone Generation,36.24,5.618,uM,96.003,percent_activity,Active,"(1:0.09:2.581),(1:0.09:-1.685),(1:0.09:0.139),(2:0.3:3.102),(2:0.3:2.673),(2:0.3:4.029),(3:1:9.183),(3:1:4.578),(3:1:13.652),(4:5:14.108),(4:5:29.656),(4:5:17.658),(5:20:35.245),(5:20:30.563),(5:20:54.229),(6:90:64.325),(6:90:60.019),(6:90:80.002)"
9148754,CCTE_Simmons_AUR_TPO_dn,106-49-0,DTXSID6021872,4-Methylbenzenamine,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:35.067),(1:0.09:45.865),(1:0.09:34.979),(2:0.3:55.541),(2:0.3:63.566),(2:0.3:56.359),(3:1:65.86),(3:1:73.742),(3:1:68.634),(4:5:78.523),(4:5:72.108),(4:5:70.262),(5:20:70.565),(5:20:80.988),(5:20:73.197),(6:90:67.225),(6:90:81.629),(6:90:68.441)"
9150579,CCTE_Simmons_GUA_TPO_dn,106-49-0,DTXSID6021872,4-Methylbenzenamine,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.05:3.653),(1:0.05:2.176),(1:0.05:-0.896),(2:0.5:13.699),(2:0.5:29.397),(2:0.5:14.687),(3:5:50.959),(3:5:49.048),(3:5:74.837),(4:50:97.964),(4:50:92.475),(4:50:92.603),(5:500:99.43),(5:500:100.274),(5:500:99.909)"
9148951,CCTE_Simmons_AUR_TPO_dn,156-10-5,DTXSID1021031,4-Nitrosodiphenylamine,percent_activity,Thyroid Hormone Generation,40.377,72.747,uM,30.441,percent_activity,Active,"(1:0.09:1.528),(1:0.09:-1.978),(1:0.09:-0.883),(2:0.3:-1.158),(2:0.3:-0.396),(2:0.3:3.714),(3:1:-1.016),(3:1:2.687),(3:1:-0.839),(4:5:5.445),(4:5:3.35),(4:5:4.319),(5:20:10.529),(5:20:7.6),(5:20:5.656),(6:90:25.368),(6:90:20.979),(6:90:21.491)"
9149216,CCTE_Simmons_AUR_TPO_dn,104-40-5,DTXSID5033836,4-Nonylphenol,percent_activity,Thyroid Hormone Generation,9.434,5.471,uM,43.552,percent_activity,Active,"(1:0.09:3.658),(1:0.09:14.099),(1:0.09:14.685),(2:0.3:2.665),(2:0.3:14.769),(2:0.3:15.501),(3:1:4.534),(3:1:18.048),(3:1:18.491),(4:5:5.429),(4:5:19.373),(4:5:20.099),(5:20:25.803),(5:20:23.749),(5:20:11.254),(6:90:23.915),(6:90:35.244),(6:90:36.293)"
9149150,CCTE_Simmons_AUR_TPO_dn,84852-15-3,DTXSID5029055,"4-Nonylphenol, branched",percent_activity,Thyroid Hormone Generation,25.337,5.862,uM,83.724,percent_activity,Active,"(1:0.09:4.814),(1:0.09:3.787),(1:0.09:4.531),(2:0.3:4.835),(2:0.3:5.046),(2:0.3:4.422),(3:1:9.049),(3:1:9.179),(3:1:7.773),(4:5:18.215),(4:5:16.854),(4:5:16.9),(5:20:34.595),(5:20:36.342),(5:20:35.317),(6:90:62.178),(6:90:67.272),(6:90:69.77)"
9149131,CCTE_Simmons_AUR_TPO_dn,1806-26-4,DTXSID9022312,4-Octylphenol,percent_activity,Thyroid Hormone Generation,5.09,4.075,uM,42.128,percent_activity,Active,"(1:0.09:8.956),(1:0.09:8.032),(1:0.09:7.348),(2:0.3:11.527),(2:0.3:9.886),(2:0.3:9.59),(3:1:12.665),(3:1:11.552),(3:1:11.831),(4:5:18.497),(4:5:17.144),(4:5:16.46),(5:20:29.238),(5:20:28.354),(5:20:28.32),(6:90:32.763),(6:90:35.032),(6:90:35.107)"
9149001,CCTE_Simmons_AUR_TPO_dn,33228-44-3,DTXSID0040707,4-Pentylaniline,percent_activity,Thyroid Hormone Generation,0.0688,0.0198,uM,80.36,percent_activity,Active,"(1:0.09:36.744),(1:0.09:45.632),(1:0.09:51.263),(2:0.3:70.274),(2:0.3:51.264),(2:0.3:65.425),(3:1:60.346),(3:1:76.119),(3:1:78.345),(4:5:82.619),(4:5:64.085),(4:5:82.083),(5:20:61.911),(5:20:83.427),(5:20:84.361),(6:90:61.934),(6:90:85.529),(6:90:83.445)"
9148960,CCTE_Simmons_AUR_TPO_dn,2696-84-6,DTXSID5048180,4-Propylaniline,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:48.779),(1:0.09:43.057),(1:0.09:47.431),(2:0.3:59.893),(2:0.3:60.795),(2:0.3:60.857),(3:1:63.64),(3:1:65.96),(3:1:66.507),(4:5:66.203),(4:5:67.327),(4:5:68.517),(5:20:67.443),(5:20:69.673),(5:20:70.031),(6:90:73.315),(6:90:70.249),(6:90:70.028)"
9149158,CCTE_Simmons_AUR_TPO_dn,645-56-7,DTXSID9022100,4-Propylphenol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,Flag-Omit,"(1:0.09:6.91),(1:0.09:6.823),(1:0.09:6.238),(2:0.3:8.467),(2:0.3:8.099),(2:0.3:6.892),(3:1:10.982),(3:1:11.797),(3:1:11.003),(4:5:16.681),(4:5:15.069),(4:5:16.362),(5:20:20.167),(5:20:23.933),(5:20:21.603),(6:90:5.561),(6:90:13.946),(6:90:12.041)"
9148860,CCTE_Simmons_AUR_TPO_dn,769-92-6,DTXSID0048181,4-tert-Butylaniline,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:38.298),(1:0.09:33.624),(1:0.09:32.692),(2:0.3:47.735),(2:0.3:44.868),(2:0.3:45.77),(3:1:58.174),(3:1:58.193),(3:1:58.289),(4:5:63.485),(4:5:64.23),(4:5:64.521),(5:20:67.572),(5:20:68.192),(5:20:68.703),(6:90:69.054),(6:90:69.279),(6:90:69.961)"
9148978,CCTE_Simmons_AUR_TPO_dn,2835-95-2,DTXSID9024489,5-Amino-2-methylphenol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:4.832),(1:0.09:10.332),(1:0.09:2.828),(2:0.3:26.69),(2:0.3:19.548),(2:0.3:22.828),(3:1:52.396),(3:1:53.092),(3:1:50.305),(4:5:81.221),(4:5:78.764),(4:5:78.386),(5:20:91.687),(5:20:91.529),(5:20:90.609),(6:90:95.756),(6:90:95.512),(6:90:97.134)"
9150542,CCTE_Simmons_GUA_TPO_dn,2835-95-2,DTXSID9024489,5-Amino-2-methylphenol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.02:5.108),(1:0.02:1.58),(1:0.02:6.515),(2:0.2:5.855),(2:0.2:10.464),(2:0.2:5.221),(3:2:31.691),(3:2:32.463),(3:2:34.946),(4:20:88.154),(4:20:82.621),(4:20:85.812),(5:200:99.205),(5:200:99.814),(5:200:99.704)"
9149153,CCTE_Simmons_AUR_TPO_dn,5331-91-9,DTXSID0022224,"5-Chloro-1,3-benzothiazole-2(3H)-thione",percent_activity,Thyroid Hormone Generation,1.235,0.268,uM,100.806,percent_activity,Active,"(1:0.09:9.917),(1:0.09:2.838),(1:0.09:6.344),(2:0.3:25.844),(2:0.3:24.473),(2:0.3:23.999),(3:1:42.392),(3:1:42.224),(3:1:44.551),(4:5:79.618),(4:5:79.373),(4:5:79.502),(5:20:94.479),(5:20:93.746),(5:20:94.217),(6:90:98.133),(6:90:97.742),(6:90:98.439)"
9148685,CCTE_Simmons_AUR_TPO_dn,50-65-7,DTXSID7040362,5-Chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.003:5.6),(1:0.003:8.902),(1:0.003:5.922),(2:0.01:-2.402),(2:0.01:3.399),(2:0.01:3.612),(3:0.04:-1.718),(3:0.04:-0.503),(3:0.04:2.756),(4:0.2:4.335),(4:0.2:6.258),(4:0.2:1.062),(5:0.7:11.311),(5:0.7:9.731),(5:0.7:10.244),(6:3:16.606),(6:3:23.289),(6:3:19.169),(7:10:28.674),(7:10:32.062),(7:10:29.329),(8:40:37.255),(8:40:35.941),(8:40:38.321)"
9149133,CCTE_Simmons_AUR_TPO_dn,6325-91-3,DTXSID7064235,5-Nitro-2-mercaptobenzimidazole,percent_activity,Thyroid Hormone Generation,0.232,0.02,uM,95.347,percent_activity,Active,"(1:0.09:32.579),(1:0.09:32.603),(1:0.09:32.165),(2:0.3:55.861),(2:0.3:56.162),(2:0.3:53.747),(3:1:66.021),(3:1:68.571),(3:1:67.499),(4:5:73.712),(4:5:75.393),(4:5:74.473),(5:20:85.89),(5:20:87.285),(5:20:84.814),(6:90:94.866),(6:90:94.497),(6:90:94.167)"
9149180,CCTE_Simmons_AUR_TPO_dn,99-59-2,DTXSID0020943,5-Nitro-o-anisidine,percent_activity,Thyroid Hormone Generation,3.229,1.004,uM,74.43,percent_activity,Active,"(1:0.09:1.947),(1:0.09:8.966),(1:0.09:2.393),(2:0.3:4.353),(2:0.3:10.11),(2:0.3:10.876),(3:1:25.354),(3:1:17.56),(3:1:17.208),(4:5:35.672),(4:5:44.254),(4:5:49.871),(5:20:52.264),(5:20:62.718),(5:20:69.731),(6:90:61.499),(6:90:69.673),(6:90:79.018)"
9149045,CCTE_Simmons_AUR_TPO_dn,6088-51-3,DTXSID7025429,6-Hydroxy-2-naphthyl disulfide,percent_activity,Thyroid Hormone Generation,1.591,0.609,uM,63.442,percent_activity,Active,"(1:0.09:3.94),(1:0.09:7.007),(1:0.09:7.606),(2:0.3:12.229),(2:0.3:12.385),(2:0.3:9.87),(3:1:27.698),(3:1:25.396),(3:1:27.692),(4:5:45.863),(4:5:45.663),(4:5:44.589),(5:20:55.296),(5:20:56.425),(5:20:54.637),(6:90:68.241),(6:90:57.749),(6:90:67.184)"
9149161,CCTE_Simmons_AUR_TPO_dn,10357-84-3,DTXSID40145904,6-Hydroxy-2-oxopyridinium chloride,percent_activity,Thyroid Hormone Generation,8.131,2.426,uM,89.147,percent_activity,Active,"(1:0.09:0.106),(1:0.09:0.391),(1:0.09:-0.0192),(2:0.3:2.898),(2:0.3:3.989),(2:0.3:2.91),(3:1:9.433),(3:1:10.364),(3:1:10.579),(4:5:28.154),(4:5:33.217),(4:5:29.541),(5:20:64.735),(5:20:64.199),(5:20:64.045),(6:90:82.853),(6:90:81.887),(6:90:80.888)"
9148991,CCTE_Simmons_AUR_TPO_dn,56-04-2,DTXSID2020890,6-Methyl-2-thiouracil,percent_activity,Thyroid Hormone Generation,0.463,0.0416,uM,94.725,percent_activity,Active,"(1:0.09:29.661),(1:0.09:29.7),(1:0.09:22.768),(2:0.3:40.329),(2:0.3:33.484),(2:0.3:40.155),(3:1:59.601),(3:1:64.049),(3:1:61.136),(4:5:75.771),(4:5:73.127),(4:5:71.653),(5:20:78.916),(5:20:82.287),(5:20:83.912),(6:90:94.728),(6:90:90.1),(6:90:89.948)"
9150558,CCTE_Simmons_GUA_TPO_dn,56-04-2,DTXSID2020890,6-Methyl-2-thiouracil,percent_activity,Thyroid Hormone Generation,9.055,0.643,uM,110.024,percent_activity,Active,"(1:0.05:10.267),(1:0.05:3.794),(1:0.05:3.157),(2:0.5:19.893),(2:0.5:16.44),(2:0.5:19.391),(3:5:41.926),(3:5:50.395),(3:5:43.743),(4:50:80),(4:50:78.696),(4:50:83.202),(5:500:99.893),(5:500:99.708),(5:500:99.436)"
9148741,CCTE_Simmons_AUR_TPO_dn,51-52-5,DTXSID5021209,6-Propyl-2-thiouracil,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:28.165),(1:0.09:35.174),(1:0.09:28.026),(2:0.3:49.583),(2:0.3:57.062),(2:0.3:49.381),(3:1:67.474),(3:1:71.938),(3:1:70.234),(4:5:80.443),(4:5:79.669),(4:5:80.144),(5:20:85.074),(5:20:87.975),(5:20:87.76),(6:90:95.848),(6:90:91.193),(6:90:95.663)"
9148981,CCTE_Simmons_AUR_TPO_dn,154-42-7,DTXSID6023652,6-Thioguanine,percent_activity,Thyroid Hormone Generation,0.342,0.0962,uM,91.299,percent_activity,Active,"(1:0.09:16.057),(1:0.09:19.365),(1:0.09:19.914),(2:0.3:42.146),(2:0.3:43.131),(2:0.3:42.16),(3:1:67.791),(3:1:68.901),(3:1:71.81),(4:5:85.435),(4:5:79.75),(4:5:81.162),(5:20:92.581),(5:20:86.405),(5:20:87.595),(6:90:92.857),(6:90:97.895),(6:90:91.694)"
9150551,CCTE_Simmons_GUA_TPO_dn,57-97-6,DTXSID1020510,"7,12-Dimethylbenz(a)anthracene",percent_activity,Thyroid Hormone Generation,167.892,191.122,uM,37.205,percent_activity,Active,"(1:0.05:5.591),(1:0.05:-2.378),(1:0.05:4.743),(2:0.5:4.32),(2:0.5:4.281),(2:0.5:5.534),(3:5:2.414),(3:5:-0.238),(3:5:4.875),(4:50:9.784),(4:50:5.351),(4:50:5.797),(5:500:31.004),(5:500:10.583),(5:500:30.435)"
9148748,CCTE_Simmons_AUR_TPO_dn,486-66-8,DTXSID9022310,"7,4'-Dihydroxyisoflavone",percent_activity,Thyroid Hormone Generation,10.253,1.091,uM,109.712,percent_activity,Active,"(1:0.09:11.163),(1:0.09:8.486),(1:0.09:13.292),(2:0.3:13.245),(2:0.3:14.334),(2:0.3:7.007),(3:1:14.898),(3:1:17.251),(3:1:19.733),(4:5:43.145),(4:5:40.765),(4:5:38.138),(5:20:68.635),(5:20:66.967),(5:20:66.353),(6:90:90.768),(6:90:87.013),(6:90:91.427)"
9149237,CCTE_Simmons_AUR_TPO_dn,148-24-3,DTXSID5020730,8-Hydroxyquinoline,percent_activity,Thyroid Hormone Generation,20.584,3.477,uM,89.788,percent_activity,Active,"(1:0.09:7.419),(1:0.09:6.064),(1:0.09:2.05),(2:0.3:11.558),(2:0.3:10.178),(2:0.3:5.783),(3:1:13.625),(3:1:10.874),(3:1:16.006),(4:5:22.788),(4:5:20.968),(4:5:20.848),(5:20:42.677),(5:20:37.865),(5:20:41.299),(6:90:73.879),(6:90:69.04),(6:90:74.823)"
9149021,CCTE_Simmons_AUR_TPO_dn,134-31-6,DTXSID6025436,8-Hydroxyquinoline sulfate,percent_activity,Thyroid Hormone Generation,16.542,3.222,uM,84.342,percent_activity,Active,"(1:0.09:3.158),(1:0.09:3.665),(1:0.09:6.623),(2:0.3:6.21),(2:0.3:3.678),(2:0.3:5.154),(3:1:14.522),(3:1:10.173),(3:1:11.664),(4:5:26.992),(4:5:23.349),(4:5:24.797),(5:20:41.676),(5:20:38.894),(5:20:39.43),(6:90:68.856),(6:90:69.765),(6:90:70.285)"
9148734,CCTE_Simmons_AUR_TPO_dn,484-17-3,DTXSID9047592,9-Phenanthrol,percent_activity,Thyroid Hormone Generation,1.468,0.387,uM,92.754,percent_activity,Active,"(1:0.09:3.391),(1:0.09:8.89),(1:0.09:9.728),(2:0.3:19.24),(2:0.3:16.438),(2:0.3:12.044),(3:1:45.395),(3:1:34.264),(3:1:33.999),(4:5:77.569),(4:5:72.671),(4:5:70.941),(5:20:85.775),(5:20:82.095),(5:20:82.469),(6:90:92.027),(6:90:95.077),(6:90:89.92)"
9149230,CCTE_Simmons_AUR_TPO_dn,725228-45-5,DTXSID0047371,AVE5638,percent_activity,Thyroid Hormone Generation,20.878,24.552,uM,25.469,percent_activity,Active,"(1:0.09:-1.877),(1:0.09:-6.397),(2:0.3:-6.837),(2:0.3:-7.697),(3:1:-7.392),(3:1:-7.19),(4:5:-3.69),(4:5:-0.446),(5:20:8.382),(5:20:12.754),(6:90:27.504),(6:90:23.433)"
9148716,CCTE_Simmons_AUR_TPO_dn,30560-19-1,DTXSID8023846,Acephate,percent_activity,Thyroid Hormone Generation,34.186,13.384,uM,96.72,percent_activity,Active,"(1:0.005:8.148),(1:0.005:7.144),(1:0.005:5.239),(2:0.02:3.265),(2:0.02:7.185),(2:0.02:4.877),(3:0.09:6.798),(3:0.09:7.857),(3:0.09:6.981),(4:0.3:9.153),(4:0.3:12.149),(4:0.3:12.952),(5:1:10.362),(5:1:13.317),(5:1:12.307),(6:5:15.612),(6:5:15.013),(6:5:11.273),(7:20:23.579),(7:20:29.306),(7:20:25.801),(8:90:80.333),(8:90:80.6),(8:90:79.624)"
9150566,CCTE_Simmons_GUA_TPO_dn,30560-19-1,DTXSID8023846,Acephate,percent_activity,Thyroid Hormone Generation,170.323,124.977,uM,43.429,percent_activity,Active,"(1:0.05:1.183),(1:0.05:4.753),(1:0.05:16),(2:0.5:-3.353),(2:0.5:2.925),(2:0.5:18.095),(3:5:-1.775),(3:5:3.291),(3:5:17.524),(4:50:5.325),(4:50:11.517),(4:50:25.143),(5:500:20.513),(5:500:29.616),(5:500:36.19)"
9148710,CCTE_Simmons_AUR_TPO_dn,135158-54-2,DTXSID1032519,Acibenzolar-S-methyl,percent_activity,Thyroid Hormone Generation,0.269,0.104,uM,86.571,percent_activity,Active,"(1:0.005:7.511),(1:0.005:3.24),(1:0.005:2.005),(2:0.02:5.903),(2:0.02:2.894),(2:0.02:3.466),(3:0.09:18.053),(3:0.09:11.051),(3:0.09:18.152),(4:0.3:47.289),(4:0.3:46.639),(4:0.3:29.695),(5:1:76.292),(5:1:75.783),(5:1:60.76),(6:5:82.633),(6:5:78.621),(6:5:84.768),(7:20:84.777),(7:20:84.19),(7:20:87.554),(8:90:87.283),(8:90:87.541),(8:90:90.089)"
9148931,CCTE_Simmons_AUR_TPO_dn,67786-14-5,DTXSID2044713,Acid Red 337,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:3.16),(1:0.09:3.193),(1:0.09:5.04),(2:0.3:12.522),(2:0.3:12.193),(2:0.3:12.388),(3:1:11.609),(3:1:10.915),(3:1:13.291),(4:5:18.93),(4:5:18.976),(4:5:20.112),(5:20:24.16),(5:20:23.64),(5:20:23.862),(6:90:69.985),(6:90:69.057),(6:90:68.655)"
9149120,CCTE_Simmons_AUR_TPO_dn,584-79-2,DTXSID8035180,Allethrin,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:0.913),(1:0.09:-0.299),(1:0.09:0.782),(2:0.3:0.842),(2:0.3:-0.698),(2:0.3:1.114),(3:1:2.151),(3:1:0.539),(3:1:3.51),(4:5:4.56),(4:5:2.725),(4:5:3.884),(5:20:9.349),(5:20:10.286),(5:20:10.621),(6:90:26.999),(6:90:32.171),(6:90:28.066)"
9148805,CCTE_Simmons_AUR_TPO_dn,25956-17-6,DTXSID4024436,Allura Red C.I.16035,percent_activity,Thyroid Hormone Generation,21.364,19.704,uM,50.044,percent_activity,Active,"(1:0.09:4.08),(1:0.09:17.816),(1:0.09:-2.966),(2:0.3:-0.912),(2:0.3:6.264),(2:0.3:-9.691),(3:1:-2.544),(3:1:-3.512),(3:1:-1.259),(4:5:3.254),(4:5:-3.169),(4:5:0.0246),(5:20:26.73),(5:20:16.452),(5:20:20.298),(6:90:48.836),(6:90:84.899),(6:90:48.619)"
9149007,CCTE_Simmons_AUR_TPO_dn,125-84-8,DTXSID8022589,Aminoglutethimide,percent_activity,Thyroid Hormone Generation,0.736,0.253,uM,66.586,percent_activity,Active,"(1:0.09:11.054),(1:0.09:5.815),(1:0.09:7.108),(2:0.3:21.431),(2:0.3:21.472),(2:0.3:22.346),(3:1:40.806),(3:1:40.762),(3:1:40.313),(4:5:52.491),(4:5:52.095),(4:5:52.317),(5:20:59.319),(5:20:60.687),(5:20:60.761),(6:90:78.283),(6:90:66.62),(6:90:70.402)"
9149174,CCTE_Simmons_AUR_TPO_dn,54-62-6,DTXSID3022588,Aminopterin,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.04:-6.293),(1:0.04:-3.471),(1:0.04:-6.518),(2:0.2:-5.199),(2:0.2:0.909),(2:0.2:0.903),(3:0.7:-1.045),(3:0.7:0.957),(3:0.7:6.681),(4:3:2.163),(4:3:11.186),(4:3:5.9),(5:10:20.903),(5:10:19.026),(5:10:29.442),(6:40:40.95),(6:40:46.897),(6:40:54.511)"
9148883,CCTE_Simmons_AUR_TPO_dn,61-82-5,DTXSID0020076,Amitrole,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:6.114),(1:0.09:7.628),(1:0.09:6.861),(2:0.3:20.681),(2:0.3:18.905),(2:0.3:19.764),(3:1:29.887),(3:1:29.564),(3:1:27.53),(4:5:43.511),(4:5:44.725),(4:5:44.711),(5:20:58.589),(5:20:55.239),(5:20:55.719),(6:90:64.097),(6:90:63.885),(6:90:61.983)"
9148650,CCTE_Simmons_AUR_TPO_dn,101-05-3,DTXSID9020089,Anilazine,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.005:8.825),(1:0.005:6.43),(1:0.005:4.325),(2:0.02:4.623),(2:0.02:3.223),(2:0.02:1.425),(3:0.09:0.118),(3:0.09:4.058),(3:0.09:0.213),(4:0.3:7.394),(4:0.3:11.581),(4:0.3:7.337),(5:1:23.461),(5:1:27.055),(5:1:21.824),(6:5:48.867),(6:5:42.596),(6:5:44.068),(7:20:57.128),(7:20:56.646),(7:20:56.71),(8:90:74.432),(8:90:75.819),(8:90:76.756)"
9148791,CCTE_Simmons_AUR_TPO_dn,142-04-1,DTXSID3020091,Aniline hydrochloride,percent_activity,Thyroid Hormone Generation,0.592,0.241,uM,75.06,percent_activity,Active,"(1:0.09:10.991),(1:0.09:2.969),(1:0.09:10.189),(2:0.3:23.709),(2:0.3:18.498),(2:0.3:26.694),(3:1:49.711),(3:1:42.316),(3:1:60.436),(4:5:74.042),(4:5:67.256),(4:5:55.801),(5:20:62.343),(5:20:80.711),(5:20:73.929),(6:90:66.672),(6:90:84.521),(6:90:76.471)"
9150536,CCTE_Simmons_GUA_TPO_dn,142-04-1,DTXSID3020091,Aniline hydrochloride,percent_activity,Thyroid Hormone Generation,15.257,1.676,uM,122.322,percent_activity,Active,"(1:0.05:3.308),(1:0.05:3.869),(1:0.05:7.443),(2:0.5:6.836),(2:0.5:10.641),(2:0.5:6.483),(3:5:32.893),(3:5:42.117),(3:5:37.727),(4:50:84.514),(4:50:87.762),(4:50:86.578),(5:500:99.28),(5:500:99.669),(5:500:101.935)"
9149099,CCTE_Simmons_AUR_TPO_dn,8007-70-3,DTXSID3024528,Anise oil,percent_activity,Thyroid Hormone Generation,15.279,14.755,uM,41.16,percent_activity,Active,"(1:0.04:2.219),(1:0.04:-1.64),(1:0.04:0.584),(2:0.2:-1.836),(2:0.2:-3.892),(2:0.2:-1.531),(3:0.7:0.0202),(3:0.7:-0.79),(3:0.7:-0.923),(4:3:4.365),(4:3:2.077),(4:3:3.006),(5:10:12.99),(5:10:15.669),(5:10:13.19),(6:40:34.398),(6:40:33.614),(6:40:33.949)"
9148775,CCTE_Simmons_AUR_TPO_dn,120-12-7,DTXSID0023878,Anthracene,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:5.983),(1:0.09:3.849),(1:0.09:22.176),(2:0.3:5.017),(2:0.3:3.313),(2:0.3:23.887),(3:1:21.802),(3:1:10.635),(3:1:9.636),(4:5:22.132),(4:5:26.416),(4:5:13.756),(5:20:24.856),(5:20:46.698),(5:20:39.747),(6:90:48.426),(6:90:75.874),(6:90:54.664)"
9148846,CCTE_Simmons_AUR_TPO_dn,1143-38-0,DTXSID7024538,Anthralin,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:2.362),(1:0.09:9.357),(1:0.09:6.356),(2:0.3:4.522),(2:0.3:6.654),(2:0.3:9.54),(3:1:6.984),(3:1:2.934),(3:1:7.199),(4:5:9.732),(4:5:6.386),(4:5:8.686),(5:20:17.868),(5:20:15.776),(5:20:9.946),(6:90:29.161),(6:90:32.538),(6:90:23.133)"
9149094,CCTE_Simmons_AUR_TPO_dn,520-36-5,DTXSID6022391,Apigenin,percent_activity,Thyroid Hormone Generation,7.037,1.389,uM,70.795,percent_activity,Active,"(1:0.09:7.038),(1:0.09:3.078),(1:0.09:7.668),(2:0.3:10.213),(2:0.3:7.306),(2:0.3:10.02),(3:1:20.776),(3:1:14.887),(3:1:20.182),(4:5:26.964),(4:5:31.264),(4:5:31.146),(5:20:48.53),(5:20:44.971),(5:20:48.318),(6:90:56.504),(6:90:53.477),(6:90:60.495)"
